study,variable_id,outcome_type,denominator,derivation,source_questions,notes
rct,prenc_pi_w1,practice,all respondents with a complete survey and a new child <=5 years old reported at wave 1 who received prenatal care,"999=refused, 0=don't know if father accompanied, 1=father did not accompany to health unit for prenatal care, 2=father accompanied to health unit for prenatal care",f2100,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_pi_w2,practice,all respondents with a complete survey and a new child reported at wave 2 or youngest child reported at wave 2 baseline if dob<2015-09- 01 who received prenatal care,"999=refused, 0=don't know if father accompanied, 1=father did not accompany to health unit for prenatal care, 2=father accompanied to health unit for prenatal care",f2100,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_pi_w3,practice,all respondents with a complete survey and a child born since 2018-09-01 (after the end of the intervention) who received prenatal care,"999=refused, 0=don't know if father accompanied, 1=father did not accompany to health unit for prenatal care, 2=father accompanied to health unit for prenatal care",f2100,
rct,prenc_plan_w1,practice,all respondents with a complete survey and a new child <=5 years old reported at wave 1,"999=refused, 0= don't know, 1=did not make a birth plan for pregnancy, 2=made a birth plan for pregnancy",f2200,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_plan_w2,practice,all respondents with a complete survey and a new child reported at wave 2 or youngest child reported at wave 2 baseline if dob<2015-09- 01,"999=refused, 0= don't know, 1=did not make a birth plan for pregnancy, 2=made a birth plan for pregnancy",f2200,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_plan_w3,practice,all respondents with a complete survey and a child born since 2018-09-01 (after the end of the intervention),"999=refused, 0= don't know, 1=did not make a birth plan for pregnancy, 2=made a birth plan for pregnancy",f2200,
rct,prenc_save_w1,practice,all respondents with a complete survey and a new child <=5 years old reported at wave 1,"999=refused, 0= don't know, 1=did not save money for emergency for pregnancy, 2=saved money for emergency for pregnancy",f2300,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_save_w2,practice,all respondents with a complete survey and a child born since 2018-09-01 (after the end of the intervention),"999=refused, 0= don't know, 1=did not save money for emergency for pregnancy, 2=saved money for emergency for pregnancy",f2300,MIRRORED from prenc_save_w3; derivation applies analogously with the wave window shifted; verify against actual data files
rct,prenc_save_w3,practice,all respondents with a complete survey and a child born since 2018-09-01 (after the end of the intervention),"999=refused, 0= don't know, 1=did not save money for emergency for pregnancy, 2=saved money for emergency for pregnancy",f2300,
rct,prenc_sell_w3,practice,all respondents with a complete survey and a child born since 2018-09-01 (after the end of the intervention),"999=refused, 0= don't know, 1=did not sell an animal in preparation for birth, 2=sold an animal (such as a chicken or pig) in preparation for the birth",f2301,
rct,prenc_support_accompany_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal care support, 2=respondent named prenatal care support - Accompany her to prenatal care visits",i1401c,
rct,prenc_support_eat_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal care support, 2=respondent named prenatal care support - Make sure she eats well",i1401a,
rct,prenc_support_rest_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal care support, 2=respondent named prenatal care support - Make she rests for at least 1 hr a day",i1401b,
rct,prenc_support_violence_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal care support, 2=respondent named prenatal care support - Avoid violence",i1401f,
rct,prenc_support_vitamins_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal care support, 2=respondent named prenatal care support - Encourage her to take vitamins/supplements",i1401d,
rct,prenc_support_work_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=respondent did not name prenatal care support, 2=respondent named prenatal care support - Help her with housework/child care",i1401e,
rct,prenc_w1,practice,all respondents with a complete survey and a new child <=5 years old reported at wave 1,"999=refused, 0= don't know if received prenatal care or when, 1=no prenatal care, unknown timing or prenatal care after 3 months, 2= prenatal care 3 mos or earlier","f1900, f2000",AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,prenc_w2,practice,all respondents with a complete survey and a new child reported at wave 2 or youngest child reported at wave 2 baseline if dob<2015-09- 01,"999=refused, 0= don't know if received prenatal care or when, 1=no prenatal care, unknown timing or prenatal care after 3 months, 2= prenatal care 3 months or earlier","f1900, f2000",AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,prenc_w3,practice,all respondents with a complete survey and a child born since 2018-09-01 (after the end of the intervention),"999=refused, 0= don't know if received prenatal care or when, 1=no prenatal care, unknown timing or prenatal care after 3 months, 2= prenatal care 3 months or earlier","f1900, f2000",
rct,prenc_w4,practice,all respondents with a complete survey and a child born since 2018-09-01 (after the end of the intervention),"999=refused, 0= don't know if received prenatal care or when, 1=no prenatal care, unknown timing or prenatal care after 3 months, 2= prenatal care 3 months or earlier","f1900, f2000",MIRRORED from prenc_w3; derivation applies analogously with the wave window shifted; verify against actual data files
rct,ptc_bath_24h_ka_w1,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=incorrect answer given, 2=a baby should be bathed (placing baby in water) the next day or a few days after birth",i2100,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,ptc_bath_24h_ka_w2,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=incorrect answer given, 2=a baby should be bathed (placing baby in water) the next day or a few days after birth",i2100,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,ptc_bath_24h_ka_w3,knowledge and attitudes,all respondents with a complete survey,"999=refused, 0=don't know, 1=incorrect answer given, 2=a baby should be bathed (placing baby in water) the next day or a few days after birth",i2100,
rct,ptc_sts_w1,practice,all respondents with a complete survey and a new child <=5 years old reported at wave 1,"999=refused, 0= don’t know if baby was held skin to skin during first month, 1=baby was not held skin-to-skin during first month, 2=someone held baby skin-to- skin during first month",f5100,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,ptc_sts_w2,practice,all respondents with a complete survey and a new child reported at wave 2 or youngest child reported at wave 2 baseline if dob<2015-09- 01,"999=refused, 0= don’t know if baby was held skin to skin during first month, 1=baby was not held skin-to-skin during first month, 2=someone held baby skin-to-skin during first month",f5100,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,ptc_sts_w3,practice,all respondents with a complete survey and a child born since 2018-09-01 (after the end of the intervention),"999=refused, 0= don’t know if baby was held skin to skin during first month, 1=baby was not held skin-to-skin during first month, 2=someone held baby skin-to-skin during first month",f5100,
rct,ptc_wrap_w1,practice,all respondents with a complete survey and a new child <=5 years old reported at wave 1,"999=refused, 0=don't know if baby was kept wrapped in first 7 days, 1=baby not kept wrapped in first 7 days, 2=baby kept wrapped in first 7 days",f4700,AUTO-HARVESTED from honduras_WAVE1_metadata.pdf via pdfplumber table extraction
rct,ptc_wrap_w2,practice,all respondents with a complete survey and a new child reported at wave 2 or youngest child reported at wave 2 baseline if dob<2015-09- 01,"999=refused, 0=don't know if baby was kept wrapped in first 7 days, 1=baby not kept wrapped in first 7 days, 2=baby kept wrapped in first 7 days",f4700,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,ptc_wrap_w3,practice,all respondents with a complete survey and a child born since 2018-09-01 (after the end of the intervention),"999=refused, 0=don't know if baby was kept wrapped in first 7 days, 1=baby not kept wrapped in first 7 days, 2=baby kept wrapped in first 7 days",f4700,
rct,q0100_correct_w2,intervention knowledge,all respondents with a complete survey - not asked of w2 baseline respondents,"999=refused, 0=don't know, 1=incorrect answer given, 2=respondent gave correct answer to proper cord care intervention knowledge riddle",q0100,AUTO-HARVESTED from honduras_WAVE2_metadata.pdf via pdfplumber table extraction
rct,q0100_correct_w3,intervention knowledge,all respondents with a complete survey,"999=refused, 0=don't know, 1=incorrect answer given, 2=respondent gave correct answer to proper cord care intervention knowledge riddle",q0100,
