study,variable_id,wave,level,variable_type,question_type,survey,repeated_question,question_text_en,question_text_en_male,question_text_es,question_text_es_male,notes,source_file
rct,a1700,2,connection,survey,relationship,w2 baseline,true,"Who would you feel comfortable asking to borrow 200 lempiras from if you needed
them for the day?

(including friends, family, people you work with, people who work for you, neighbors, etc. who live or work in this village)

INTERVIEWER: If the respondent gives a name, follow-up with: ""Is there anyone else?"". 
If respondent seems confused, you can add:
""Remember, you can answer the question with the name of anyone who lives or works in this town, including friends, family, people you work with, people that work for you, neighbors or it's OK if there is no one else."" If respondent has no one to name, please mark "" No one"".",,"¿Con quien tiene la confianza usted para pedirle prestados 200 Lempiras si los necesitara para el día?

(puede incluir amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos, etcétera que viven o trabajan en esta aldea) 

ENTREVISTADOR: Si el informante da el nombre de una persona, pregunte “¿Hay alguien más?"".

Si el informante parece estar confundido, puede agregar: ""Acuérdese que puede responder a la pregunta con el nombre de cualquier persona que vive o trabaja en esta aldea, incluyendo amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos… o está BIEN si no hay nadie más.""

SI EL INFORMANTE NO TIENE A NADIE A QUIEN NOMBRAR, MARQUE ""No hay nadie""",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE2_codebook_v3.xlsx
rct,a1700,3,connection,survey,relationship,all,true,"Who would you feel comfortable asking to borrow 200 lempiras from if you needed
them for the day?

(including friends, family, people you work with, people who work for you, neighbors, etc. who live or work in this village)

INTERVIEWER: If the respondent gives a name, follow-up with: ""Is there anyone else?"". 
If respondent seems confused, you can add:
""Remember, you can answer the question with the name of anyone who lives or works in this town, including friends, family, people you work with, people that work for you, neighbors or it's OK if there is no one else."" If respondent has no one to name, please mark "" No one"".",,"¿Con quien tiene la confianza usted para pedirle prestados 200 Lempiras si los necesitara para el día?

(puede incluir amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos, etcétera que viven o trabajan en esta aldea) 

ENTREVISTADOR: Si el informante da el nombre de una persona, pregunte “¿Hay alguien más?"".

Si el informante parece estar confundido, puede agregar: ""Acuérdese que puede responder a la pregunta con el nombre de cualquier persona que vive o trabaja en esta aldea, incluyendo amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos… o está BIEN si no hay nadie más.""

SI EL INFORMANTE NO TIENE A NADIE A QUIEN NOMBRAR, MARQUE ""No hay nadie""",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE3_codebook_v3.xlsx
rct,a1700,4,connection,survey,relationship,all,true,"Who would you feel comfortable asking to borrow 200 lempiras from if you needed
them for the day?

(including friends, family, people you work with, people who work for you, neighbors, etc. who live or work in this village)

INTERVIEWER: If the respondent gives a name, follow-up with: ""Is there anyone else?"". 
If respondent seems confused, you can add:
""Remember, you can answer the question with the name of anyone who lives or works in this town, including friends, family, people you work with, people that work for you, neighbors or it's OK if there is no one else."" If respondent has no one to name, please mark "" No one"".",,"¿Con quien tiene la confianza usted para pedirle prestados 200 Lempiras si los necesitara para el día?

(puede incluir amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos, etcétera que viven o trabajan en esta aldea) 

ENTREVISTADOR: Si el informante da el nombre de una persona, pregunte “¿Hay alguien más?"".

Si el informante parece estar confundido, puede agregar: ""Acuérdese que puede responder a la pregunta con el nombre de cualquier persona que vive o trabaja en esta aldea, incluyendo amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos… o está BIEN si no hay nadie más.""

SI EL INFORMANTE NO TIENE A NADIE A QUIEN NOMBRAR, MARQUE ""No hay nadie""",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,a1800,1,connection,survey,relationship,w1 baseline,true,"Who do you think would be comfortable asking you to borrow 200 lempiras for the day?

(including friends, family, people you work with, people who work for you, neighbors, etc. who live or work in this village)

INTERVIEWER: If the respondent gives a name, follow-up with: ""Is there anyone else?"". 
If respondent seems confused, you can add:
""Remember, you can answer the question with the name of anyone who lives or works in this town, including friends, family, people you work with, people that work for you, neighbors or it's OK if there is no one else."" If respondent has no one to name, please mark "" No one"".",,"¿Quien cree que tendría la confiaza de pedirle prestado a usted 200 Lempiras para el día?

(puede incluir amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos, etcétera que viven o trabajan en esta aldea) 

ENTREVISTADOR: Si el informante da el nombre de una persona, pregunte “¿Hay alguien más?"".

Si el informante parece estar confundido, puede agregar: ""Acuérdese que puede responder a la pregunta con el nombre de cualquier persona que vive o trabaja en esta aldea, incluyendo amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos… o está BIEN si no hay nadie más.""

SI EL INFORMANTE NO TIENE A NADIE A QUIEN NOMBRAR, MARQUE ""No hay nadie""",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE1_codebook_v8.xlsx
rct,a1800,2,connection,survey,relationship,w2 baseline,true,"Who do you think would be comfortable asking you to borrow 200 lempiras for the day?

(including friends, family, people you work with, people who work for you, neighbors, etc. who live or work in this village)

INTERVIEWER: If the respondent gives a name, follow-up with: ""Is there anyone else?"". 
If respondent seems confused, you can add:
""Remember, you can answer the question with the name of anyone who lives or works in this town, including friends, family, people you work with, people that work for you, neighbors or it's OK if there is no one else."" If respondent has no one to name, please mark "" No one"".",,"¿Quien cree que tendría la confiaza de pedirle prestado a usted 200 Lempiras para el día?

(puede incluir amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos, etcétera que viven o trabajan en esta aldea) 

ENTREVISTADOR: Si el informante da el nombre de una persona, pregunte “¿Hay alguien más?"".

Si el informante parece estar confundido, puede agregar: ""Acuérdese que puede responder a la pregunta con el nombre de cualquier persona que vive o trabaja en esta aldea, incluyendo amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos… o está BIEN si no hay nadie más.""

SI EL INFORMANTE NO TIENE A NADIE A QUIEN NOMBRAR, MARQUE ""No hay nadie""",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE2_codebook_v3.xlsx
rct,a1800,3,connection,survey,relationship,all,true,"Who do you think would be comfortable asking you to borrow 200 lempiras for the day?

(including friends, family, people you work with, people who work for you, neighbors, etc. who live or work in this village)

INTERVIEWER: If the respondent gives a name, follow-up with: ""Is there anyone else?"". 
If respondent seems confused, you can add:
""Remember, you can answer the question with the name of anyone who lives or works in this town, including friends, family, people you work with, people that work for you, neighbors or it's OK if there is no one else."" If respondent has no one to name, please mark "" No one"".",,"¿Quien cree que tendría la confiaza de pedirle prestado a usted 200 Lempiras para el día?

(puede incluir amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos, etcétera que viven o trabajan en esta aldea) 

ENTREVISTADOR: Si el informante da el nombre de una persona, pregunte “¿Hay alguien más?"".

Si el informante parece estar confundido, puede agregar: ""Acuérdese que puede responder a la pregunta con el nombre de cualquier persona que vive o trabaja en esta aldea, incluyendo amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos… o está BIEN si no hay nadie más.""

SI EL INFORMANTE NO TIENE A NADIE A QUIEN NOMBRAR, MARQUE ""No hay nadie""",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE3_codebook_v3.xlsx
rct,a1800,4,connection,survey,relationship,all,true,"Who do you think would be comfortable asking you to borrow 200 lempiras for the day?

(including friends, family, people you work with, people who work for you, neighbors, etc. who live or work in this village)

INTERVIEWER: If the respondent gives a name, follow-up with: ""Is there anyone else?"". 
If respondent seems confused, you can add:
""Remember, you can answer the question with the name of anyone who lives or works in this town, including friends, family, people you work with, people that work for you, neighbors or it's OK if there is no one else."" If respondent has no one to name, please mark "" No one"".",,"¿Quien cree que tendría la confiaza de pedirle prestado a usted 200 Lempiras para el día?

(puede incluir amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos, etcétera que viven o trabajan en esta aldea) 

ENTREVISTADOR: Si el informante da el nombre de una persona, pregunte “¿Hay alguien más?"".

Si el informante parece estar confundido, puede agregar: ""Acuérdese que puede responder a la pregunta con el nombre de cualquier persona que vive o trabaja en esta aldea, incluyendo amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos… o está BIEN si no hay nadie más.""

SI EL INFORMANTE NO TIENE A NADIE A QUIEN NOMBRAR, MARQUE ""No hay nadie""",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,a1900,1,connection,survey,relationship,w1 baseline,true,"Who would you ask for advice about health related matters?

(including friends, family, people you work with, people who work for you, neighbors, etc. who live or work in this village)

INTERVIEWER: If the respondent gives a name, follow-up with: ""Is there anyone else?"". 
If respondent seems confused, you can add:
""Remember, you can answer the question with the name of anyone who lives or works in this town, including friends, family, people you work with, people that work for you, neighbors or it's OK if there is no one else."" If respondent has no one to name, please mark "" No one"".",,"¿A quién le pediría consejos sobre asuntos de la salud?

(puede incluir amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos, etcétera que viven o trabajan en esta aldea) 

ENTREVISTADOR: Si el informante da el nombre de una persona, pregunte “¿Hay alguien más?"".

Si el informante parece estar confundido, puede agregar: ""Acuérdese que puede responder a la pregunta con el nombre de cualquier persona que vive o trabaja en esta aldea, incluyendo amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos… o está BIEN si no hay nadie más.""

SI EL INFORMANTE NO TIENE A NADIE A QUIEN NOMBRAR, MARQUE ""No hay nadie""",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE1_codebook_v8.xlsx
rct,a1900,2,connection,survey,relationship,w2 baseline,true,"Who would you ask for advice about health related matters?

(including friends, family, people you work with, people who work for you, neighbors, etc. who live or work in this village)

INTERVIEWER: If the respondent gives a name, follow-up with: ""Is there anyone else?"". 
If respondent seems confused, you can add:
""Remember, you can answer the question with the name of anyone who lives or works in this town, including friends, family, people you work with, people that work for you, neighbors or it's OK if there is no one else."" If respondent has no one to name, please mark "" No one"".",,"¿A quién le pediría consejos sobre asuntos de la salud?

(puede incluir amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos, etcétera que viven o trabajan en esta aldea) 

ENTREVISTADOR: Si el informante da el nombre de una persona, pregunte “¿Hay alguien más?"".

Si el informante parece estar confundido, puede agregar: ""Acuérdese que puede responder a la pregunta con el nombre de cualquier persona que vive o trabaja en esta aldea, incluyendo amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos… o está BIEN si no hay nadie más.""

SI EL INFORMANTE NO TIENE A NADIE A QUIEN NOMBRAR, MARQUE ""No hay nadie""",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE2_codebook_v3.xlsx
rct,a1900,3,connection,survey,relationship,all,true,"Who would you ask for advice about health related matters?

(including friends, family, people you work with, people who work for you, neighbors, etc. who live or work in this village)

INTERVIEWER: If the respondent gives a name, follow-up with: ""Is there anyone else?"". 
If respondent seems confused, you can add:
""Remember, you can answer the question with the name of anyone who lives or works in this town, including friends, family, people you work with, people that work for you, neighbors or it's OK if there is no one else."" If respondent has no one to name, please mark "" No one"".",,"¿A quién le pediría consejos sobre asuntos de la salud?

(puede incluir amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos, etcétera que viven o trabajan en esta aldea) 

ENTREVISTADOR: Si el informante da el nombre de una persona, pregunte “¿Hay alguien más?"".

Si el informante parece estar confundido, puede agregar: ""Acuérdese que puede responder a la pregunta con el nombre de cualquier persona que vive o trabaja en esta aldea, incluyendo amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos… o está BIEN si no hay nadie más.""

SI EL INFORMANTE NO TIENE A NADIE A QUIEN NOMBRAR, MARQUE ""No hay nadie""",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE3_codebook_v3.xlsx
rct,a1900,4,connection,survey,relationship,all,true,"Who would you ask for advice about health related matters?

(including friends, family, people you work with, people who work for you, neighbors, etc. who live or work in this village)

INTERVIEWER: If the respondent gives a name, follow-up with: ""Is there anyone else?"". 
If respondent seems confused, you can add:
""Remember, you can answer the question with the name of anyone who lives or works in this town, including friends, family, people you work with, people that work for you, neighbors or it's OK if there is no one else."" If respondent has no one to name, please mark "" No one"".",,"¿A quién le pediría consejos sobre asuntos de la salud?

(puede incluir amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos, etcétera que viven o trabajan en esta aldea) 

ENTREVISTADOR: Si el informante da el nombre de una persona, pregunte “¿Hay alguien más?"".

Si el informante parece estar confundido, puede agregar: ""Acuérdese que puede responder a la pregunta con el nombre de cualquier persona que vive o trabaja en esta aldea, incluyendo amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos… o está BIEN si no hay nadie más.""

SI EL INFORMANTE NO TIENE A NADIE A QUIEN NOMBRAR, MARQUE ""No hay nadie""",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE4_codebook_v1.xlsx
rct,a2000,1,connection,survey,relationship,w1 baseline,true,"Who comes to you for health advice? 

(including friends, family, people you work with, people who work for you, neighbors, etc. who live or work in this village)

INTERVIEWER: If the respondent gives a name, follow-up with: ""Is there anyone else?"". 
If respondent seems confused, you can add:
""Remember, you can answer the question with the name of anyone who lives or works in this town, including friends, family, people you work with, people that work for you, neighbors or it's OK if there is no one else."" If respondent has no one to name, please mark "" No one"".",,"¿Quién le viene a pedir a usted consejos de salud?

(puede incluir amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos, etcétera que viven o trabajan en esta aldea) 

ENTREVISTADOR: Si el informante da el nombre de una persona, pregunte “¿Hay alguien más?"".

Si el informante parece estar confundido, puede agregar: ""Acuérdese que puede responder a la pregunta con el nombre de cualquier persona que vive o trabaja en esta aldea, incluyendo amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos… o está BIEN si no hay nadie más.""

SI EL INFORMANTE NO TIENE A NADIE A QUIEN NOMBRAR, MARQUE ""No hay nadie""",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE1_codebook_v8.xlsx
rct,a2000,2,connection,survey,relationship,w2 baseline,true,"Who comes to you for health advice? 

(including friends, family, people you work with, people who work for you, neighbors, etc. who live or work in this village)

INTERVIEWER: If the respondent gives a name, follow-up with: ""Is there anyone else?"". 
If respondent seems confused, you can add:
""Remember, you can answer the question with the name of anyone who lives or works in this town, including friends, family, people you work with, people that work for you, neighbors or it's OK if there is no one else."" If respondent has no one to name, please mark "" No one"".",,"¿Quién le viene a pedir a usted consejos de salud?

(puede incluir amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos, etcétera que viven o trabajan en esta aldea) 

ENTREVISTADOR: Si el informante da el nombre de una persona, pregunte “¿Hay alguien más?"".

Si el informante parece estar confundido, puede agregar: ""Acuérdese que puede responder a la pregunta con el nombre de cualquier persona que vive o trabaja en esta aldea, incluyendo amigos, familiares, personas con quienes trabaja o que trabajan para usted, o vecinos… o está BIEN si no hay nadie más.""

SI EL INFORMANTE NO TIENE A NADIE A QUIEN NOMBRAR, MARQUE ""No hay nadie""",,level auto-classified as connection (relationship-type question; not in varnames sheet),honduras_WAVE2_codebook_v3.xlsx
