header,question_type,question_english,question_spanish,option_code,option_english,option_spanish,question_order
mb_ac0100e,multiple_select,"Do you spend time near these types of domestic animals, be it in your own home or in any place you visit frequently, at least a few days a month?","¿Usted pasa tiempo cerca de los siguientes animales domésticos, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",e,Horses,Caballos,50
mb_ac0100f,multiple_select,"Do you spend time near these types of domestic animals, be it in your own home or in any place you visit frequently, at least a few days a month?","¿Usted pasa tiempo cerca de los siguientes animales domésticos, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",f,Mice,Ratones,50
mb_ac0100g,multiple_select,"Do you spend time near these types of domestic animals, be it in your own home or in any place you visit frequently, at least a few days a month?","¿Usted pasa tiempo cerca de los siguientes animales domésticos, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",g,None,Ninguno,50
mb_ac0100h,multiple_select,"Do you spend time near these types of domestic animals, be it in your own home or in any place you visit frequently, at least a few days a month?","¿Usted pasa tiempo cerca de los siguientes animales domésticos, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",h,Other,Otro,50
mb_ac0200a,multiple_select,"Do you frequently spend time (a few times of month) near these types of domestic animals that are used for food, be it in your own home or in any place you visit frequently?","¿Usted pasa tiempo cerca de estos animales domésticos que sirven como alimento, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",a,Cows,Vacas,51
mb_ac0200b,multiple_select,"Do you frequently spend time (a few times of month) near these types of domestic animals that are used for food, be it in your own home or in any place you visit frequently?","¿Usted pasa tiempo cerca de estos animales domésticos que sirven como alimento, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",b,Goats,Cabros,51
mb_ac0200c,multiple_select,"Do you frequently spend time (a few times of month) near these types of domestic animals that are used for food, be it in your own home or in any place you visit frequently?","¿Usted pasa tiempo cerca de estos animales domésticos que sirven como alimento, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",c,Pigs,Cerdos,51
mb_ac0200d,multiple_select,"Do you frequently spend time (a few times of month) near these types of domestic animals that are used for food, be it in your own home or in any place you visit frequently?","¿Usted pasa tiempo cerca de estos animales domésticos que sirven como alimento, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",d,Chickens,Pollos o gallinas,51
mb_ac0200e,multiple_select,"Do you frequently spend time (a few times of month) near these types of domestic animals that are used for food, be it in your own home or in any place you visit frequently?","¿Usted pasa tiempo cerca de estos animales domésticos que sirven como alimento, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",e,Ducks,Patos,51
mb_ac0200f,multiple_select,"Do you frequently spend time (a few times of month) near these types of domestic animals that are used for food, be it in your own home or in any place you visit frequently?","¿Usted pasa tiempo cerca de estos animales domésticos que sirven como alimento, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",f,Turkeys,Guajolote o pavo,51
mb_ac0200g,multiple_select,"Do you frequently spend time (a few times of month) near these types of domestic animals that are used for food, be it in your own home or in any place you visit frequently?","¿Usted pasa tiempo cerca de estos animales domésticos que sirven como alimento, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",g,Sheep,Ovejas,51
mb_ac0200h,multiple_select,"Do you frequently spend time (a few times of month) near these types of domestic animals that are used for food, be it in your own home or in any place you visit frequently?","¿Usted pasa tiempo cerca de estos animales domésticos que sirven como alimento, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",h,Geese,Gansos,51
mb_ac0200i,multiple_select,"Do you frequently spend time (a few times of month) near these types of domestic animals that are used for food, be it in your own home or in any place you visit frequently?","¿Usted pasa tiempo cerca de estos animales domésticos que sirven como alimento, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",i,Other farm animal,Otro animal de granja,51
mb_ac0200j,multiple_select,"Do you frequently spend time (a few times of month) near these types of domestic animals that are used for food, be it in your own home or in any place you visit frequently?","¿Usted pasa tiempo cerca de estos animales domésticos que sirven como alimento, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",j,None,Ninguno,51
mb_ac0300a,multiple_select,Do you frequently spend time (a few times of month) near these types of wild animals be it in your own home or in any place you visit frequently?,"¿Usted pasa tiempo cerca de animales salvajes, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",a,Bats,Murciélagos,52
mb_ac0300b,multiple_select,Do you frequently spend time (a few times of month) near these types of wild animals be it in your own home or in any place you visit frequently?,"¿Usted pasa tiempo cerca de animales salvajes, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",b,Lizards,Lagartijas,52
mb_ac0300c,multiple_select,Do you frequently spend time (a few times of month) near these types of wild animals be it in your own home or in any place you visit frequently?,"¿Usted pasa tiempo cerca de animales salvajes, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",c,Monkeys,Monos,52
mb_ac0300d,multiple_select,Do you frequently spend time (a few times of month) near these types of wild animals be it in your own home or in any place you visit frequently?,"¿Usted pasa tiempo cerca de animales salvajes, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",d,Snakes,Culebras,52
mb_ac0300e,multiple_select,Do you frequently spend time (a few times of month) near these types of wild animals be it in your own home or in any place you visit frequently?,"¿Usted pasa tiempo cerca de animales salvajes, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",e,Birds,Pajaros,52
mb_ac0300f,multiple_select,Do you frequently spend time (a few times of month) near these types of wild animals be it in your own home or in any place you visit frequently?,"¿Usted pasa tiempo cerca de animales salvajes, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",f,Possums,Tacuacines o guazalos,52
mb_ac0300g,multiple_select,Do you frequently spend time (a few times of month) near these types of wild animals be it in your own home or in any place you visit frequently?,"¿Usted pasa tiempo cerca de animales salvajes, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",g,Rats,Ratas,52
mb_ac0300h,multiple_select,Do you frequently spend time (a few times of month) near these types of wild animals be it in your own home or in any place you visit frequently?,"¿Usted pasa tiempo cerca de animales salvajes, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",h,Squirrels,Ardillas,52
mb_ac0300i,multiple_select,Do you frequently spend time (a few times of month) near these types of wild animals be it in your own home or in any place you visit frequently?,"¿Usted pasa tiempo cerca de animales salvajes, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",i,Other wild animal,Otro animal salvaje,52
mb_ac0300j,multiple_select,Do you frequently spend time (a few times of month) near these types of wild animals be it in your own home or in any place you visit frequently?,"¿Usted pasa tiempo cerca de animales salvajes, por lo menos algunos días al mes, ya sea en el predio de su hogar u otros lugares que usted visita con frecuencia?",j,None,Ninguno,52
mb_b0100,multiple_choice,"In general, would you say that your health is:","En general, diría que su salud es:",1,Excellent,Excelente,53
mb_b0100,multiple_choice,"In general, would you say that your health is:","En general, diría que su salud es:",2,Very good,Muy buena,53
mb_b0100,multiple_choice,"In general, would you say that your health is:","En general, diría que su salud es:",3,Good,Buena,53
mb_b0100,multiple_choice,"In general, would you say that your health is:","En general, diría que su salud es:",4,Fair,Regular,53
mb_b0100,multiple_choice,"In general, would you say that your health is:","En general, diría que su salud es:",5,Poor,Mala,53
mb_b0200,multiple_choice,Have you had diarrhea in the last 4 weeks?,¿Ha tenido diarrea en las últimas 4 semanas?,1,Yes,Sí,54
mb_b0200,multiple_choice,Have you had diarrhea in the last 4 weeks?,¿Ha tenido diarrea en las últimas 4 semanas?,2,No,No,54
mb_b0300,multiple_choice,Did you have blood in your stool?,¿Había sangre en las heces?,1,Yes,Sí,55
mb_b0300,multiple_choice,Did you have blood in your stool?,¿Había sangre en las heces?,2,No,No,55
mb_b0400,multiple_choice,Do you have diarrea now?,¿Tiene diarrea ahora?,1,Yes,Sí,56
mb_b0400,multiple_choice,Do you have diarrea now?,¿Tiene diarrea ahora?,2,No,No,56
mb_b0500,multiple_choice,Have you had a cough in the last 4 weeks?,¿Ha tenido tos en las últimas 4 semanas?,1,Yes,Sí,57
mb_b0500,multiple_choice,Have you had a cough in the last 4 weeks?,¿Ha tenido tos en las últimas 4 semanas?,2,No,No,57
mb_b0600,multiple_choice,"If yes, do you have a cough now?",¿Tiene tos ahora?,1,Yes,Sí,58
mb_b0600,multiple_choice,"If yes, do you have a cough now?",¿Tiene tos ahora?,2,No,No,58
mb_b0700a,multiple_select,Please tell me if you have taken any of the following medications yesterday or today? Show picture of common medications given for the following medication types,¿Por favor dígame cual de estos medicamentos ha tomado el día de ayer o de hoy? MOSTRAR FOTOGRAFÍAS CON LOS MEDICAMENTOS MÁS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS:,a,Painkillers,Pastillas para el dolor,59
mb_b0700b,multiple_select,Please tell me if you have taken any of the following medications yesterday or today? Show picture of common medications given for the following medication types,¿Por favor dígame cual de estos medicamentos ha tomado el día de ayer o de hoy? MOSTRAR FOTOGRAFÍAS CON LOS MEDICAMENTOS MÁS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS:,b,Antibiotics,Antibióticos,59
mb_b0700c,multiple_select,Please tell me if you have taken any of the following medications yesterday or today? Show picture of common medications given for the following medication types,¿Por favor dígame cual de estos medicamentos ha tomado el día de ayer o de hoy? MOSTRAR FOTOGRAFÍAS CON LOS MEDICAMENTOS MÁS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS:,c,Anti-Diarrheal medication,Anti-diarreico,59
mb_b0700d,multiple_select,Please tell me if you have taken any of the following medications yesterday or today? Show picture of common medications given for the following medication types,¿Por favor dígame cual de estos medicamentos ha tomado el día de ayer o de hoy? MOSTRAR FOTOGRAFÍAS CON LOS MEDICAMENTOS MÁS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS:,d,Anti-parasite medication,Anti-parásitos,59
mb_b0700e,multiple_select,Please tell me if you have taken any of the following medications yesterday or today? Show picture of common medications given for the following medication types,¿Por favor dígame cual de estos medicamentos ha tomado el día de ayer o de hoy? MOSTRAR FOTOGRAFÍAS CON LOS MEDICAMENTOS MÁS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS:,e,Vitamins or other supplements,Vitaminas u otros suplementos,59
mb_b0700f,multiple_select,Please tell me if you have taken any of the following medications yesterday or today? Show picture of common medications given for the following medication types,¿Por favor dígame cual de estos medicamentos ha tomado el día de ayer o de hoy? MOSTRAR FOTOGRAFÍAS CON LOS MEDICAMENTOS MÁS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS:,f,Zinc,Zinc,59
mb_b0700g,multiple_select,Please tell me if you have taken any of the following medications yesterday or today? Show picture of common medications given for the following medication types,¿Por favor dígame cual de estos medicamentos ha tomado el día de ayer o de hoy? MOSTRAR FOTOGRAFÍAS CON LOS MEDICAMENTOS MÁS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS:,g,Other,Otro,59
mb_b0700g_medication_1,NA,medication 1 name - translated form Spanish text,NA,NA,NA,NA,NA
mb_b0700g_medication_class_1,NA,medication 1 class,NA,NA,NA,NA,NA
mb_b0700g_medication_type_1,NA,medication 1 type,NA,NA,NA,NA,NA
mb_b0700g_medication_2,NA,medication 2 name - translated form Spanish text,NA,NA,NA,NA,NA
mb_b0700g_medication_class_2,NA,medication 2 class,NA,NA,NA,NA,NA
mb_b0700g_medication_type_2,NA,medication 2 type,NA,NA,NA,NA,NA
mb_b0700g_medication_3,NA,medication 3 name - translated form Spanish text,NA,NA,NA,NA,NA
mb_b0700g_medication_class_3,NA,medication 3 class,NA,NA,NA,NA,NA
mb_b0700g_medication_type_3,NA,medication 3 type,NA,NA,NA,NA,NA
mb_b0700g_medication_4,NA,medication 4 name - translated form Spanish text,NA,NA,NA,NA,NA
mb_b0700g_medication_class_4,NA,medication 4 class,NA,NA,NA,NA,NA
mb_b0700g_medication_type_4,NA,medication 4 type,NA,NA,NA,NA,NA
mb_b0700h,multiple_select,Please tell me if you have taken any of the following medications yesterday or today? Show picture of common medications given for the following medication types,¿Por favor dígame cual de estos medicamentos ha tomado el día de ayer o de hoy? MOSTRAR FOTOGRAFÍAS CON LOS MEDICAMENTOS MÁS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS:,h,None of the above,Ninguno,59
mb_b0700i,multiple_select,Please tell me if you have taken any of the following medications yesterday or today? Show picture of common medications given for the following medication types,¿Por favor dígame cual de estos medicamentos ha tomado el día de ayer o de hoy? MOSTRAR FOTOGRAFÍAS CON LOS MEDICAMENTOS MÁS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS:,i,Home remedy,Remedio casero,59
mb_b0700j,multiple_select,Please tell me if you have taken any of the following medications yesterday or today? Show picture of common medications given for the following medication types,¿Por favor dígame cual de estos medicamentos ha tomado el día de ayer o de hoy? MOSTRAR FOTOGRAFÍAS CON LOS MEDICAMENTOS MÁS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS:,j,Probiotics,Probióticos,59
mb_b0700k,multiple_select,Please tell me if you have taken any of the following medications yesterday or today? Show picture of common medications given for the following medication types,¿Por favor dígame cual de estos medicamentos ha tomado el día de ayer o de hoy? MOSTRAR FOTOGRAFÍAS CON LOS MEDICAMENTOS MÁS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS:,k,Anti-fungal medication,Anti-micótico oral (anti-hongos),59
mb_b0800a,multiple_select,Which type of antibiotics?,¿Qué tipo de antibióticos?,a,Amoxicillin,Amoxicilina,60
mb_b0800b,multiple_select,Which type of antibiotics?,¿Qué tipo de antibióticos?,b,Tetracycline,Tetraciclina,60
mb_b0800c,multiple_select,Which type of antibiotics?,¿Qué tipo de antibióticos?,c,Terramycin,Terramicina,60
mb_b0800d,multiple_select,Which type of antibiotics?,¿Qué tipo de antibióticos?,d,Ampicillin,Ampicilina,60
mb_b0800e,multiple_select,Which type of antibiotics?,¿Qué tipo de antibióticos?,e,Erythromycin,Eritromicina,60
mb_b0800f,multiple_select,Which type of antibiotics?,¿Qué tipo de antibióticos?,f,Doxycycline,Dicloxacilina,60
mb_b0800g,multiple_select,Which type of antibiotics?,¿Qué tipo de antibióticos?,g,Other,Otro,60
mb_b0900a,multiple_select,What type of vitamins or supplements?,¿Qué tipos de vitaminas u otros suplementos?,a,Folic Acid,Ácido Fólico,61
mb_b0900b,multiple_select,What type of vitamins or supplements?,¿Qué tipos de vitaminas u otros suplementos?,b,Multivitamins,Multivitaminas,61
mb_b0900c,multiple_select,What type of vitamins or supplements?,¿Qué tipos de vitaminas u otros suplementos?,c,Vitamin-B Complex,Complejo B,61
mb_b0900d,multiple_select,What type of vitamins or supplements?,¿Qué tipos de vitaminas u otros suplementos?,d,Ferrous Sulfate,Sulfato Ferroso,61
mb_b0900e,multiple_select,What type of vitamins or supplements?,¿Qué tipos de vitaminas u otros suplementos?,e,Other,Otro,61
mmb_b0900e_medication_1,NA,medication 1 name - translated form Spanish text,NA,NA,NA,NA,NA
mb_b0900e_medication_class_1,NA,medication 1 class,NA,NA,NA,NA,NA
mb_b0900e_medication_type_1,NA,medication 1 type,NA,NA,NA,NA,NA
mb_b1000,text_area,What type of home remedy?,¿Qué tipo de remedio casero?,NA,NA,NA,62
mb_b1100a,multiple_select,Please tell me if you have taken any of the following medications in the last 4 weeks? SHOW PICTURES OF COMMON MEDICATIONS GIVEN FOR THE FOLLOWING TYPES.,¿Por favor dígame si ha tomado cualquiera de estos medicamentos en las últimas 4 semanas? MOSTRAR FOTOGRAFIAS CON LOS MEDICAMENTOS MAS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS.,a,Painkillers,Pastillas para el dolor,63
mb_b1100b,multiple_select,Please tell me if you have taken any of the following medications in the last 4 weeks? SHOW PICTURES OF COMMON MEDICATIONS GIVEN FOR THE FOLLOWING TYPES.,¿Por favor dígame si ha tomado cualquiera de estos medicamentos en las últimas 4 semanas? MOSTRAR FOTOGRAFIAS CON LOS MEDICAMENTOS MAS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS.,b,Antibiotics,Antibióticos,63
mb_b1100c,multiple_select,Please tell me if you have taken any of the following medications in the last 4 weeks? SHOW PICTURES OF COMMON MEDICATIONS GIVEN FOR THE FOLLOWING TYPES.,¿Por favor dígame si ha tomado cualquiera de estos medicamentos en las últimas 4 semanas? MOSTRAR FOTOGRAFIAS CON LOS MEDICAMENTOS MAS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS.,c,Anti-Diarrheal medication,Anti-diarreico,63
mb_b1100d,multiple_select,Please tell me if you have taken any of the following medications in the last 4 weeks? SHOW PICTURES OF COMMON MEDICATIONS GIVEN FOR THE FOLLOWING TYPES.,¿Por favor dígame si ha tomado cualquiera de estos medicamentos en las últimas 4 semanas? MOSTRAR FOTOGRAFIAS CON LOS MEDICAMENTOS MAS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS.,d,Anti-parasite medication,Anti-parásitos,63
mb_b1100e,multiple_select,Please tell me if you have taken any of the following medications in the last 4 weeks? SHOW PICTURES OF COMMON MEDICATIONS GIVEN FOR THE FOLLOWING TYPES.,¿Por favor dígame si ha tomado cualquiera de estos medicamentos en las últimas 4 semanas? MOSTRAR FOTOGRAFIAS CON LOS MEDICAMENTOS MAS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS.,e,Vitamins or other supplements,Vitaminas u otros suplementos,63
mb_b1100f,multiple_select,Please tell me if you have taken any of the following medications in the last 4 weeks? SHOW PICTURES OF COMMON MEDICATIONS GIVEN FOR THE FOLLOWING TYPES.,¿Por favor dígame si ha tomado cualquiera de estos medicamentos en las últimas 4 semanas? MOSTRAR FOTOGRAFIAS CON LOS MEDICAMENTOS MAS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS.,f,Zinc,Zinc,63
mb_b1100g,multiple_select,Please tell me if you have taken any of the following medications in the last 4 weeks? SHOW PICTURES OF COMMON MEDICATIONS GIVEN FOR THE FOLLOWING TYPES.,¿Por favor dígame si ha tomado cualquiera de estos medicamentos en las últimas 4 semanas? MOSTRAR FOTOGRAFIAS CON LOS MEDICAMENTOS MAS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS.,g,Other,Otro,63
mb_b1100h,multiple_select,Please tell me if you have taken any of the following medications in the last 4 weeks? SHOW PICTURES OF COMMON MEDICATIONS GIVEN FOR THE FOLLOWING TYPES.,¿Por favor dígame si ha tomado cualquiera de estos medicamentos en las últimas 4 semanas? MOSTRAR FOTOGRAFIAS CON LOS MEDICAMENTOS MAS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS.,h,None of the above,Ninguno,63
mb_b1100i,multiple_select,Please tell me if you have taken any of the following medications in the last 4 weeks? SHOW PICTURES OF COMMON MEDICATIONS GIVEN FOR THE FOLLOWING TYPES.,¿Por favor dígame si ha tomado cualquiera de estos medicamentos en las últimas 4 semanas? MOSTRAR FOTOGRAFIAS CON LOS MEDICAMENTOS MAS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS.,i,Home remedy,Remedio casero,63
mb_b1100j,multiple_select,Please tell me if you have taken any of the following medications in the last 4 weeks? SHOW PICTURES OF COMMON MEDICATIONS GIVEN FOR THE FOLLOWING TYPES.,¿Por favor dígame si ha tomado cualquiera de estos medicamentos en las últimas 4 semanas? MOSTRAR FOTOGRAFIAS CON LOS MEDICAMENTOS MAS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS.,j,Probiotics,Probióticos,63
mb_b1100k,multiple_select,Please tell me if you have taken any of the following medications in the last 4 weeks? SHOW PICTURES OF COMMON MEDICATIONS GIVEN FOR THE FOLLOWING TYPES.,¿Por favor dígame si ha tomado cualquiera de estos medicamentos en las últimas 4 semanas? MOSTRAR FOTOGRAFIAS CON LOS MEDICAMENTOS MAS COMUNES PARA LOS SIGUIENTES TIPOS DE MEDICAMENTOS.,k,Anti-fungal medication,Anti-micótico oral (anti-hongos),63
mmb_b1100g_medication_1,NA,medication 1 name - translated form Spanish text,NA,NA,NA,NA,NA
mb_b1100g_medication_class_1,NA,medication 1 class,NA,NA,NA,NA,NA
mb_b1100g_medication_type_1,NA,medication 1 type,NA,NA,NA,NA,NA
mmb_b1100g_medication_2,NA,medication 2 name - translated form Spanish text,NA,NA,NA,NA,NA
mb_b1100g_medication_class_2,NA,medication 2 class,NA,NA,NA,NA,NA
mb_b1100g_medication_type_2,NA,medication 2 type,NA,NA,NA,NA,NA
mmb_b1100g_medication_3,NA,medication 3 name - translated form Spanish text,NA,NA,NA,NA,NA
mb_b1100g_medication_class_3,NA,medication 3 class,NA,NA,NA,NA,NA
mb_b1100g_medication_type_3,NA,medication 3 type,NA,NA,NA,NA,NA
mb_b1200a,multiple_select,Which type of antibiotics?,¿Qué tipo de antibióticos?,a,Amoxicillin,Amoxicilina,64
mb_b1200b,multiple_select,Which type of antibiotics?,¿Qué tipo de antibióticos?,b,Tetracycline,Tetraciclina,64
mb_b1200c,multiple_select,Which type of antibiotics?,¿Qué tipo de antibióticos?,c,Terramycin,Terramicina,64
mb_b1200d,multiple_select,Which type of antibiotics?,¿Qué tipo de antibióticos?,d,Ampicillin,Ampicilina,64
mb_b1200e,multiple_select,Which type of antibiotics?,¿Qué tipo de antibióticos?,e,Erythromycin,Eritromicina,64
mb_b1200f,multiple_select,Which type of antibiotics?,¿Qué tipo de antibióticos?,f,Doxycycline,Dicloxacilina,64
mb_b1200g,multiple_select,Which type of antibiotics?,¿Qué tipo de antibióticos?,g,Other,Otro,64
mb_b1300a,multiple_select,What type of vitamins or supplements?,¿Qué tipos de vitaminas u otros suplementos?,a,Folic Acid,Ácido Fólico,65
mb_b1300b,multiple_select,What type of vitamins or supplements?,¿Qué tipos de vitaminas u otros suplementos?,b,Multivitamins,Multivitaminas,65
mb_b1300c,multiple_select,What type of vitamins or supplements?,¿Qué tipos de vitaminas u otros suplementos?,c,Vitamin-B Complex,Complejo B,65
mb_b1300d,multiple_select,What type of vitamins or supplements?,¿Qué tipos de vitaminas u otros suplementos?,d,Ferrous Sulfate,Sulfato Ferroso,65
mb_b1300e,multiple_select,What type of vitamins or supplements?,¿Qué tipos de vitaminas u otros suplementos?,e,Other,Otro,65
mmb_b1300e_medication_1,NA,medication 1 name - translated form Spanish text,NA,NA,NA,NA,NA
mb_b1300e_medication_class_1,NA,medication 1 class,NA,NA,NA,NA,NA
mb_b1300e_medication_type_1,NA,medication 1 type,NA,NA,NA,NA,NA
mb_b1400,text_area,What type of home remedy?,¿Qué tipo de remedio casero?,NA,NA,NA,66
mb_b1500a,multiple_select,Please tell me if you have taken any of the following antibiotics in the last 6 months?,¿Por favor dígame si ha tomado cualquiera de los seguientes antibióticos en los últimos 6 meses?,a,Amoxicillin,Amoxicilina,67
mb_b1500b,multiple_select,Please tell me if you have taken any of the following antibiotics in the last 6 months?,¿Por favor dígame si ha tomado cualquiera de los seguientes antibióticos en los últimos 6 meses?,b,Tetracycline,Tetraciclina,67
mb_b1500c,multiple_select,Please tell me if you have taken any of the following antibiotics in the last 6 months?,¿Por favor dígame si ha tomado cualquiera de los seguientes antibióticos en los últimos 6 meses?,c,Terramycin,Terramicina,67
mb_b1500d,multiple_select,Please tell me if you have taken any of the following antibiotics in the last 6 months?,¿Por favor dígame si ha tomado cualquiera de los seguientes antibióticos en los últimos 6 meses?,d,Ampicillin,Ampicilina,67
mb_b1500e,multiple_select,Please tell me if you have taken any of the following antibiotics in the last 6 months?,¿Por favor dígame si ha tomado cualquiera de los seguientes antibióticos en los últimos 6 meses?,e,Erythromycin,Eritromicina,67
mb_b1500f,multiple_select,Please tell me if you have taken any of the following antibiotics in the last 6 months?,¿Por favor dígame si ha tomado cualquiera de los seguientes antibióticos en los últimos 6 meses?,f,Doxycycline,Dicloxacilina,67
mb_b1500g,multiple_select,Please tell me if you have taken any of the following antibiotics in the last 6 months?,¿Por favor dígame si ha tomado cualquiera de los seguientes antibióticos en los últimos 6 meses?,g,Other,Otro,67
mb_b1500h,multiple_select,Please tell me if you have taken any of the following antibiotics in the last 6 months?,¿Por favor dígame si ha tomado cualquiera de los seguientes antibióticos en los últimos 6 meses?,h,None,Ninguno,67
mmb_b1500h_medication_1,NA,medication 1 name - translated form Spanish text,NA,NA,NA,NA,NA
mb_b1500h_medication_class_1,NA,medication 1 class,NA,NA,NA,NA,NA
mb_b1500h_medication_type_1,NA,medication 1 type,NA,NA,NA,NA,NA
mb_b1600,multiple_choice,Have you taken any anti-fungal medication orally in the past 6 months?,¿Ha tomado medicamentos anti-hongos oralmente en los últimos 6 meses?,1,Yes,Sí,68
mb_b1600,multiple_choice,Have you taken any anti-fungal medication orally in the past 6 months?,¿Ha tomado medicamentos anti-hongos oralmente en los últimos 6 meses?,2,No,No,68
mb_b1700,multiple_choice,Do you have or have you had a health problem for which you need to take medicines or see the doctor regularly?,¿Padece o ha padecido usted de algún problema de salud por el que tenga que estar tomando medicinas o ir seguido al doctor?,1,Yes,Sí,69
mb_b1700,multiple_choice,Do you have or have you had a health problem for which you need to take medicines or see the doctor regularly?,¿Padece o ha padecido usted de algún problema de salud por el que tenga que estar tomando medicinas o ir seguido al doctor?,2,No,No,69
mb_b1800,text_area,What health problem have you had?,¿De que problema de salud padece o ha padecido?,NA,NA,NA,70
mb_b1900a,multiple_select,"Do you currently have, or have you ever been diagnosed by a doctor to have any of the following medical problems?",¿Tiene usted actualmente o le ha dicho un médico alguna vez que usted tiene cualquiera de los siguientes problemas?,a,Diabetes (sugar in the blood),Diabetes (azúcar en la sangre),71
mb_b1900b,multiple_select,"Do you currently have, or have you ever been diagnosed by a doctor to have any of the following medical problems?",¿Tiene usted actualmente o le ha dicho un médico alguna vez que usted tiene cualquiera de los siguientes problemas?,b,Allergies,Alergias,71
mb_b1900c,multiple_select,"Do you currently have, or have you ever been diagnosed by a doctor to have any of the following medical problems?",¿Tiene usted actualmente o le ha dicho un médico alguna vez que usted tiene cualquiera de los siguientes problemas?,c,Cancer,Cancer,71
mb_b1900d,multiple_select,"Do you currently have, or have you ever been diagnosed by a doctor to have any of the following medical problems?",¿Tiene usted actualmente o le ha dicho un médico alguna vez que usted tiene cualquiera de los siguientes problemas?,d,"Cystic fibrosis, which is a problem in the lungs","Fibrosis quística, que es un problema de los pulmones",71
mb_b1900e,multiple_select,"Do you currently have, or have you ever been diagnosed by a doctor to have any of the following medical problems?",¿Tiene usted actualmente o le ha dicho un médico alguna vez que usted tiene cualquiera de los siguientes problemas?,e,Heart disease,Enfermedad del corazón,71
mb_b1900f,multiple_select,"Do you currently have, or have you ever been diagnosed by a doctor to have any of the following medical problems?",¿Tiene usted actualmente o le ha dicho un médico alguna vez que usted tiene cualquiera de los siguientes problemas?,f,"Endocrine illness, like any problem with the thyroid or pituitary gland or pancreas, obesity or polycystic ovaries","Enfermedad endocrina, como ser problemas de la tiroides, glándula pituitaria o el páncreas, problemas de obesidad, o de ovarios poliquisticos",71
