variable_name,repeated_question,question_type,survey,question_english_women,question_english_men,option_code,option_english_women,option_english_men
f6000g,1,multiple_select,"w1 baseline, all",What was [NEW CHILD X] given to drink? PROBE: Anything else? RECORD ALL. DO NOT READ RESPONSES,SAME,g,Tea/infusions,SAME
f6000h,1,multiple_select,"w1 baseline, all",What was [NEW CHILD X] given to drink? PROBE: Anything else? RECORD ALL. DO NOT READ RESPONSES,SAME,h,Sugar-salt-water solution,SAME
f6000i,1,multiple_select,"w1 baseline, all",What was [NEW CHILD X] given to drink? PROBE: Anything else? RECORD ALL. DO NOT READ RESPONSES,SAME,i,Fruit juice or sweetened rice/corn/flour drink,SAME
f6000j,1,multiple_select,"w1 baseline, all",What was [NEW CHILD X] given to drink? PROBE: Anything else? RECORD ALL. DO NOT READ RESPONSES,SAME,j,Sugar/glucose water,SAME
f6000k,1,multiple_select,"w1 baseline, all",What was [NEW CHILD X] given to drink? PROBE: Anything else? RECORD ALL. DO NOT READ RESPONSES,SAME,k,Rehydration fluids/salts (suero),SAME
f6000l,1,multiple_select,"w1 baseline, all",What was [NEW CHILD X] given to drink? PROBE: Anything else? RECORD ALL. DO NOT READ RESPONSES,SAME,l,Coffee,SAME
f6000m,1,multiple_select,"w1 baseline, all",What was [NEW CHILD X] given to drink? PROBE: Anything else? RECORD ALL. DO NOT READ RESPONSES,SAME,m,Laxative,SAME
f6000n,1,multiple_select,"w1 baseline, all",What was [NEW CHILD X] given to drink? PROBE: Anything else? RECORD ALL. DO NOT READ RESPONSES,SAME,n,Oil,SAME
f6000o,1,multiple_select,"w1 baseline, all",What was [NEW CHILD X] given to drink? PROBE: Anything else? RECORD ALL. DO NOT READ RESPONSES,SAME,o,Other,SAME
f6100,1,multiple_choice,"w1 baseline, w2, w3",Are you still breastfeeding [NEW CHILD X]?,Is [NEW CHILD X]'s mother still breastfeeding [f0910]?,"1, 2","Yes, No","Yes, No"
f6200,1,multiple_choice,"w1 baseline, all",Did [NEW CHILD X] drink anything from a bottle with a nipple yesterday or last night?,SAME,"1, 2","Yes, No",SAME
f6300,1,multiple_choice,"w1 baseline, all",Did [NEW CHILD X] eat or drink anything other than breast milk yesterday or last night including water?,SAME,"1, 2","Yes, No",SAME
f6400,1,multiple_choice,"w1 baseline, all","Since [NEW CHILD X] was born, has she/he had anything to eat or drink besides breast milk including water?",SAME,"1, 2","Yes, No",SAME
f6500,1,multiple_choice,"w1 baseline, all","At what age did s/he have anything to eat or drink other than breast milk, including water?",SAME,"1, 2, 3, 4, 5, 6","before 1 month, before 2 months, before 3 months, before 4 months, before 5 months, before 6 months",SAME
f6600p1,1,integer,"w1 baseline, all",For how long did you breastfeed [NEW CHILD X]?,For how long was [NEW CHILD X] breastfed?,missing,missing,missing
f6600p2,1,multiple_choice,"w1 baseline, all",For how long did you breastfeed [NEW CHILD X]? DID THE RESPONDENT ANSWER IN:,For how long was [NEW CHILD X] breastfed? DID THE RESPONDENT ANSWER IN:,"1, 2, 3, 4","Days, Weeks, Months, Years","Days, Weeks, Months, Years"
f6700,1,multiple_choice,"w1 baseline, all","In the first 6 months after [NEW CHILD X]'s birth did [NEW CHILD X] have anything to eat or drink besides breast milk, including water? IF YES: At what age did [NEW CHILD X] have anything to eat or drink other than breast milk including water?",SAME,"1, 2, 3, 4, 5, 6","before 1 month, before 2 months, before 3 months, before 4 months, before 5 months, before 6 months","before 1 month, before 2 months, before 3 months, before 4 months, before 5 months, before 6 months"
f6800,1,multiple_choice,"w1 baseline, all","In the first 3 days after [NEW CHILD X]'s birth, was [f0910] given a laxative (purgante)?",SAME,"1, 2","Yes, No",SAME
f6900,1,multiple_choice,"w1 baseline, all","In the first 3 days after [NEW CHILD X]'s birth, was [f0910] given a chupón?",SAME,"1, 2","Yes, No",SAME
f7000,1,multiple_choice,"w1 baseline, all","In the first 6 months after birth, did [NEW CHILD X] have chupones?",SAME,"1, 2","Yes, No",SAME
f7100,1,multiple_choice,"w1 baseline, all",Was [NEW CHILD X] given a chupon yesterday or last night?,SAME,"1, 2","Yes, No",SAME
f7200,1,multiple_choice,"w1 baseline, all",Has [NEW CHILD X] had chupones since birth?,SAME,"1, 2","Yes, No",SAME
f7300,1,multiple_choice,"w1 baseline, all",At what age did [NEW CHILD X] first have a chupon?,SAME,"1, 2, 3, 4, 5, 6","before 1 month, before 2 months, before 3 months, before 4 months, before 5 months, before 6 months",SAME
f7400a,1,multiple_select,"w1 baseline, all",For which reasons has [NEW CHILD X] had chupones?,SAME,a,Didn't have enough breastmilk,SAME
f7400b,1,multiple_select,"w1 baseline, all",For which reasons has [NEW CHILD X] had chupones?,SAME,b,"Crying a lot, angry or fussy",SAME
f7400c,1,multiple_select,"w1 baseline, all",For which reasons has [NEW CHILD X] had chupones?,SAME,c,Diarrhea,SAME
f7400d,1,multiple_select,"w1 baseline, all",For which reasons has [NEW CHILD X] had chupones?,SAME,d,Fever,SAME
f7400e,1,multiple_select,"w1 baseline, all",For which reasons has [NEW CHILD X] had chupones?,SAME,e,Rash on skin,SAME
f7400f,1,multiple_select,"w1 baseline, all",For which reasons has [NEW CHILD X] had chupones?,SAME,f,When they have pain/colic/gas,SAME
f7400g,1,multiple_select,"w1 baseline, all",For which reasons has [NEW CHILD X] had chupones?,SAME,g,When it is traditional/customary,SAME
f7400h,1,multiple_select,"w1 baseline, all",For which reasons has [NEW CHILD X] had chupones?,SAME,h,When they have phlegm/a cough,SAME
f7400i,1,multiple_select,"w1 baseline, all",For which reasons has [NEW CHILD X] had chupones?,SAME,i,Other,SAME
f7500,0,multiple_choice,"w1 baseline, w2 baseline",Has your menstrual period returned since the birth of [NEW CHILD X]?,,"1, 2","Yes, No",missing
f7600,0,integer,"w1 baseline, w2 baseline",For how many months after the birth of [NEW CHILD X] did you not have a period?,,missing,missing,missing
f7700a,1,multiple_select,"w1 baseline, all","Since [NEW CHILD X] was born, has [NEW CHILD X]’s father engaged in any of the following activities?","Since [NEW CHILD X] was born, have you engaged in any of the following activities?",a,Holding him/her,Holding him/her
f7700b,1,multiple_select,"w1 baseline, all","Since [NEW CHILD X] was born, has [NEW CHILD X]’s father engaged in any of the following activities?","Since [NEW CHILD X] was born, have you engaged in any of the following activities?",b,Feeding him/her,Feeding him/her
f7700c,1,multiple_select,"w1 baseline, all","Since [NEW CHILD X] was born, has [NEW CHILD X]’s father engaged in any of the following activities?","Since [NEW CHILD X] was born, have you engaged in any of the following activities?",c,Bathing him/her,Bathing him/her
f7700d,1,multiple_select,"w1 baseline, all","Since [NEW CHILD X] was born, has [NEW CHILD X]’s father engaged in any of the following activities?","Since [NEW CHILD X] was born, have you engaged in any of the following activities?",d,Playing with him/her,Playing with him/her
f7700e,1,multiple_select,"w1 baseline, all","Since [NEW CHILD X] was born, has [NEW CHILD X]’s father engaged in any of the following activities?","Since [NEW CHILD X] was born, have you engaged in any of the following activities?",e,Taking him/her to the doctor or health clinic,Taking him/her to the doctor or health clinic
f7700f,1,multiple_select,"w1 baseline, all","Since [NEW CHILD X] was born, has [NEW CHILD X]’s father engaged in any of the following activities?","Since [NEW CHILD X] was born, have you engaged in any of the following activities?",f,Giving him/her medicine,Giving him/her medicine
f7700g,1,multiple_select,"w1 baseline, all","Since [NEW CHILD X] was born, has [NEW CHILD X]’s father engaged in any of the following activities?","Since [NEW CHILD X] was born, have you engaged in any of the following activities?",g,Putting him/her to sleep,Putting him/her to sleep
f7700h,1,multiple_select,"w1 baseline, all","Since [NEW CHILD X] was born, has [NEW CHILD X]’s father engaged in any of the following activities?","Since [NEW CHILD X] was born, have you engaged in any of the following activities?",h,None of the above,None of the above
f8888,0,intro,"w1 baseline, all",Now we will ask you some questions about [NEW CHILD X]’s health in the past month,SAME,missing,missing,missing
f7800,1,multiple_choice,"w1 baseline, all",Has [NEW CHILD X] had diarrhea in the last 4 weeks?,SAME,"1, 2","Yes, No",SAME
f7900,1,multiple_choice,"w1 baseline, all",Was there blood in the stools?,SAME,"1, 2","Yes, No",SAME
f8000,1,multiple_choice,"w1 baseline, all","I'd like to know how much that [NEW CHILD X] was given to drink during the diarrhea (including breastmilk). Was he/she given less than usual to drink, about the same amount or more than usual to drink?
 IF LESS, PROBE: was he/she given much less than usual to drink or somewhat less?, I'd like to know how much that [NEW CHILD X] was given to drink during the diarrhea (including breastmilk). Was he/she given less than usual to drink, about the same amount or more than usual to drink?
 IF LESS, PROBE: was he/she given much less than usual to drink or somewhat less?",SAME,"1, 2, 3, 4, 5","Much less, Somewhat less, About the same, More, Nothing to drink",SAME
f8100,1,multiple_choice,"w1 baseline, all","When [NEW CHILD X] had diarrhea, was he/she given less than usual to eat, about the same amount, more than usual, or nothing to eat?
 IF LESS, PROBE: Was he/she given much less than usual to eat or somewhat less?, When [NEW CHILD X] had diarrhea, was he/she given less than usual to eat, about the same amount, more than usual, or nothing to eat?
 IF LESS, PROBE: Was he/she given much less than usual to eat or somewhat less?",SAME,"1, 2, 3, 4, 5","Much less, Somewhat less, About the same, More, Nothing to eat",SAME
f8200,1,multiple_choice,"w1 baseline, all",Did you seek advice or treatment for the diarrhea from any source? IF YES: Where did you first seek advice or treatment? DO NOT READ RESPONSES,SAME,"1, 10, 2, 3, 4, 5, 6, 7, 8, 9","No, Other, Doctor or nurse (local health center), Doctor or nurse (other health unit), Health promoter, Pharmacy, Relatives or friends, Midwife, Hospital, Health monitor",SAME
f8300a,1,multiple_select,"w1 baseline, all",Was [NEW CHILD X] given any of the following liquids to drink at any time since he/she started having the diarrhea? SURVEYOR: READ RESPONSES,SAME,a,A fluid made from a special packet called ORS or LITROSOL?,SAME
f8300b,1,multiple_select,"w1 baseline, all",Was [NEW CHILD X] given any of the following liquids to drink at any time since he/she started having the diarrhea? SURVEYOR: READ RESPONSES,SAME,b,A government-recommended homemade fluid?,SAME
f8300c,1,multiple_select,"w1 baseline, all",Was [NEW CHILD X] given any of the following liquids to drink at any time since he/she started having the diarrhea? SURVEYOR: READ RESPONSES,SAME,c,"Other bottled or commercial liquids (Pedialite, Oralite, Gatorade, etc.)?",SAME
f8300d,1,multiple_select,"w1 baseline, all",Was [NEW CHILD X] given any of the following liquids to drink at any time since he/she started having the diarrhea? SURVEYOR: READ RESPONSES,SAME,d,None of the above,SAME
f8400,1,integer,"w1 baseline, all",For how many days did [NEW CHILD X] drink these liquids?,SAME,missing,missing,missing
f8500a,1,multiple_select,"w1 baseline, all","Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN, Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",SAME,a,No,SAME
f8500b,1,multiple_select,"w1 baseline, all","Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN, Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",SAME,b,Antibiotic (pill/syrup/injection),SAME
f8500c,1,multiple_select,"w1 baseline, all","Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN, Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",SAME,c,Zinc (pill or syrup),SAME
f8500d,1,multiple_select,"w1 baseline, all","Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN, Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",SAME,d,Anti-diarrhea medication (pill or syrup),SAME
f8500e,1,multiple_select,"w1 baseline, all","Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN, Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",SAME,e,Home remedy/herbal medicine,SAME
f8500f,1,multiple_select,"w1 baseline, all","Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN, Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",SAME,f,Laxative,SAME
f8500g,1,multiple_select,"w1 baseline, all","Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN, Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",SAME,g,De-worming medicine,SAME
f8500h,1,multiple_select,"w1 baseline, all","Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN, Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",SAME,h,Chupon,SAME
f8500i,1,multiple_select,"w1 baseline, all","Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN, Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",SAME,i,Massage,SAME
f8500j,1,multiple_select,"w1 baseline, all","Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN, Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",SAME,j,Stop eating foods,SAME
f8500k,1,multiple_select,"w1 baseline, all","Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN, Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",SAME,k,Stop taking liquids,SAME
f8500l,1,multiple_select,"w1 baseline, all","Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN, Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",SAME,l,Give extra food,SAME
f8500m,1,multiple_select,"w1 baseline, all","Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN, Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",SAME,m,"Give extra liquid, Give extra liquids",SAME
f8500n,1,multiple_select,"w1 baseline, all","Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN, Was anything else given or done to [NEW CHILD X] to treat the diarrhea? 
 DO NOT READ RESPONSES
 
 PROMPT:Anything else?
 
 RECORD ALL TREATMENTS GIVEN",SAME,n,Other,SAME
f8600,1,multiple_choice,"w1 baseline, all",Was [NEW CHILD X] given zinc pills or syrup to help with the treatment of his/her diarrhea?,SAME,"1, 2","Yes, No",SAME
f8700,1,integer,"w1 baseline, all",For how many days was [NEW CHILD X] given zinc?,SAME,missing,missing,missing
f8800,1,multiple_choice,"w1 baseline, all",Has [NEW CHILD X] been ill with a fever at any time in the last 4 weeks?,SAME,"1, 2","Yes, No",SAME
f8900,1,multiple_choice,"w1 baseline, all",Has [NEW CHILD X] had an illness with a cough at any time in the last 4 weeks?,SAME,"1, 2","Yes, No",SAME
f9000,1,multiple_choice,"w1 baseline, all","When [NEW CHILD X] had an illness with a cough, did he/she breathe faster than usual with short, rapid breaths?",SAME,"1, 2","Yes, No",SAME
f9100,1,multiple_choice,"w1 baseline, all","When [NEW CHILD X] had an illness with a cough, did he/she have difficulty breathing?",SAME,"1, 2","Yes, No",SAME
f9200,1,multiple_choice,"w1 baseline, all","I'd like to know how much [NEW CHILD X] was given to drink during the illness with a cough. Was he/she given less than usual to drink, about the same amount or more than usual to drink?
 IF LESS, PROBE: was he/she given much less than usual to drink or somewhat less?, I'd like to know how much [NEW CHILD X] was given to drink during the illness with a cough. Was he/she given less than usual to drink, about the same amount or more than usual to drink?
 IF LESS, PROBE: was he/she given much less than usual to drink or somewhat less?",SAME,"1, 2, 3, 4, 5","Much less, Somewhat less, About the same, More, Nothing to drink",SAME
f9300,1,multiple_choice,"w1 baseline, all","When [NEW CHILD X] had the illness with cough, was he/she given less than usual to eat, about the same amount, more than usual, or nothing to eat? IF LESS, PROBE: was he/she given much less than usual to eat or somewhat less?",SAME,"1, 2, 3, 4, 5","Much less, Somewhat less, About the same, More, Nothing to eat",SAME
f9400,1,multiple_choice,"w1 baseline, all",Did you seek advice or treatment for the cough from any source? IF YES: Where did you first seek advice or treatment? DO NOT READ RESPONSES,SAME,"a, b, c, d, e, f, g, h, i, j","Doctor or nurse (local health center), Doctor or nurse (other health unit), Health promoter, Pharmacy, Relatives or friends, Midwife, Hospital, Health monitor, Other, No",SAME
f9500,1,multiple_choice,"w1 baseline, all","In the last week, did you give [NEW CHILD X] any iron tablets, chispitas, syrup, or any type of food supplement fortified with iron like these?",SAME,"1, 2","Yes, No",SAME
f9600,1,multiple_choice,"w1 baseline, all",How long ago did you begin to give [NEW CHILD X] this last treatment of supplements?,SAME,"1, 2, 3, 4, 5, 6","1 month or less, 2 months, 3 months, 4 months, 5 months, 6 months or more",SAME
f9700,1,integer,"w1 baseline, all","Since [NEW CHILD X] began taking micronutrients, how many packets has she/he consumed?",SAME,missing,missing,missing
f9800,0,multiple_choice,"w1 baseline, w2 baseline","Now I would like to ask you a shorter series of questions about other children you've had (whether they are alive or not), starting with the next youngest.  Have you had another child?",SAME,"1, 2","Yes, No",SAME
g0100,1,year_month_day,"w1 baseline, w2 baseline",What is that child's birthday?,SAME,missing,missing,missing
g0200,1,multiple_choice,"w1 baseline, w2 baseline",Is that child a boy or a girl?,SAME,"1, 2","Boy, Girl",SAME
g0300,1,multiple_choice,"w1 baseline, w2 baseline",Is that child still alive?,SAME,"1, 2","Yes, No",SAME
h8888,0,intro,"w1 baseline, all",Now we will ask you some questions about who makes decisions in your household,SAME,missing,missing,missing
h0100,0,multiple_choice,"w1 baseline, all",Who usually decides how the money you earn will be used?,Who usually decides how the money your wife/partner earns will be used?,"1, 10, 2, 3, 4, 5, 6, 7, 8, 9","Respondent, I don’t have any earnings, Partner, Respondent and partner jointly, Respondent's mother or father, Respondnt's mother-in-law or father-in-law, Respondent's son or daughter, Respondent's grandmother or grandfather, Other family member, Other","Respondent, Partner has no earnings, Partner, Respondent and partner jointly, Respondent's mother or father, Respondnt's mother-in-law or father-in-law, Respondent's son or daughter, Respondent's grandmother or grandfather, Other family member, Other"
h0200,0,multiple_choice,"w1 baseline, all",Who usually decides how your husband's/partner's earnings will be used?,Who usually decides how the money you earn will be used?,"1, 10, 2, 3, 4, 5, 6, 7, 8, 9","Respondent, Partner has no earnings, Partner, Respondent and partner jointly, Respondent's mother or father, Respondnt's mother-in-law or father-in-law, Respondent's son or daughter, Respondent's grandmother or grandfather, Other family member, Other","Respondent, I don’t have any earnings, Partner, Respondent and partner jointly, Respondent's mother or father, Respondent's mother-in-law or father-in-law, Respondent's son or daughter, Respondent's grandmother or grandfather, Other family member, Other"
h0300,0,multiple_choice,"w1 baseline, w2, w3",Who usually makes decisions about health care for yourself?,Who usually makes decisions about health care for your wife/partner?,"1, 2, 3, 4, 5, 6, 7, 8, 9","Respondent, Husband/partner, Respondent and husband/partner jointly, Respondent's mother or father, Respondent's mother or father-in-law, Respondent's son or daughter, Respondent's grandmother or grandfather, Other family member, Other","Respondent, Partner, Respondent and partner jointly, Respondent's mother or father, Respondnt's mother-in-law or father-in-law, Respondent's son or daughter, Respondent's grandmother or grandfather, Other family member, Other"
h0400,0,multiple_choice,"w1 baseline, all",Who usually makes decisions about visits to your family or relatives?,Who usually makes decisions about your wife's visits to family or relatives?,"1, 2, 3, 4, 5, 6, 7, 8, 9","Respondent, Partner, Respondent and partner jointly, Respondent's mother or father, Respondent's mother-in-law or father-in-law, Respondent's son or daughter, Respondent's grandmother or grandfather, Other family member, Other","Respondent, Partner, Respondent and Partner jointly, Respondent's mother or father, Respondnt's mother-in-law or father-in-law, Respondent's son or daughter, Respondent's grandmother or grandfather, Other family member, Other"
h0500,0,multiple_choice,"w1 baseline, w2, w3",Who usually makes decisions about whether or not to seek health care for your children when one of them is sick?,SAME,"1, 2, 3, 4, 5, 6, 7, 8, 9","Respondent, Partner, Respondent and partner jointly, Respondent's mother or father, Respondent's mother-in-law or father-in-law, Respondent's son or daughter, Respondent's grandmother or grandfather, Other family member, Other",SAME
i8888,0,intro,"w1 baseline, all","In this section, we are going to ask you your own opinion regarding some of the topics we discussed. Remember, all your answers are confidential.",SAME,missing,missing,missing
i0200,0,multiple_choice,"w1 baseline, w2 baseline, all","In your opinion, in any family who should make decisions about how the husband's earnings are spent?",SAME,"1, 2, 3","Husband/male companion, Wife/female companion, Husband and wife/companions together",SAME
i0300,0,multiple_choice,"w1 baseline, w2 baseline, all","In your opinion, is a husband/companion justified in hitting or beating his wife/companion in the following situations: If she neglects the children?",SAME,"1, 2","Yes, No",SAME
i0400,0,multiple_choice,"w1 baseline, w2 baseline, all",If she leaves the house without telling him?,SAME,"1, 2","Yes, No",SAME
i0500,0,multiple_choice,"w1 baseline, w2 baseline, all",If she argues with him?,SAME,"1, 2","Yes, No",SAME
i0600,0,multiple_choice,"w1 baseline, w2 baseline, all",If she burns the food?,SAME,"1, 2","Yes, No",SAME
i0700,0,multiple_choice,"w1 baseline, w2 baseline, all",If she refuses to have sex with him?,SAME,"1, 2","Yes, No",SAME
i0800,0,integer,"w1 baseline, w2 baseline, all",At what age is it Ok for a girl to join with a partner? ,SAME,missing,missing,missing
i0900,0,multiple_choice,"w1 baseline, w2 baseline, all",Should the parents of a teenage girl decide if she can join with a partner?,SAME,"1, 2, 3","Yes, her parents should make the decision, she needs their permission, No, the girl and her partner make the decision, her parents have no say, No, the girl and her partner make the decision, her parents can only advise them",SAME
i1000,0,integer,"w1 baseline, w2 baseline, all",At what age is it Ok for a girl to have her first baby? ,SAME,missing,missing,missing
i1100,0,multiple_choice,"w1 baseline, w2 baseline, all","In your opinion, who should make decisions about health care for a woman?",SAME,"1, 2, 3, 4, 5","Husband/companion, Wife/companion, Husband wife/companions together, Her mother or father, Her mother-in-law or father-in-law",SAME
i1200,0,multiple_choice,"w1 baseline, all",When do you think a women should start taking folic acid tablets?,SAME,"1, 2, 3, 4","Before becoming pregnant, After becoming pregnant, After giving birth to her baby, Never",SAME
i1300,0,integer,"w1 baseline, all",How many weeks into a pregancy should a woman start going for checkups?,SAME,missing,missing,missing
i1400a,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,a,Bleeding,SAME
i1400b,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,b,Seizures,SAME
i1400c,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,c,Headache,SAME
i1400d,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,d,Ringing in the ears,SAME
i1400e,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,e,Dizziness,SAME
i1400f,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,f,Difficulty urinating,SAME
i1400g,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,g,Reduction or absence of fetal movements,SAME
i1400h,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,h,Water breaking,SAME
i1400i,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,i,Fever,SAME
i1400j,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,j,"Swelling of the face, hands, and feet",SAME
i1400k,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,k,"Pallor (especially of the lips, tongue, or palms)",SAME
i1400l,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,l,Difficulty gaining weight,SAME
i1400m,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,m,High/low blood pressure,SAME
i1400n,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,n,Vomiting,SAME
i1400o,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,o,Anemia,SAME
i1400p,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,p,Other,SAME
i1500,0,multiple_choice,"w1 baseline, all","In your opinion, what is the best place for a women to give birth?",SAME,"1, 2, 3","Health facility, At home, Other",SAME
i1600,0,multiple_choice,"w1 baseline, all",In your opinion who should make the final decision on where a woman should give birth?,SAME,"1, 2, 3, 4, 5, 6, 7","Husband/companion, Wife/companion, Husband wife/companions together, Her mother or father, Her mother-in-law or father-in-law, Doctor/healthcare provider, Midwife",SAME
i1700,0,integer,"w1 baseline, all","Once a woman is home,  within how many days after childbirth should she have her health checked?",SAME,missing,missing,missing
i1800a,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,a,Heavy vaginal bleeding,SAME
i1800b,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,b,Severe pain in lower abdomen,SAME
i1800c,0,multiple_select,"w1 baseline, all",What are the main health problems for which a woman should seek medical attention right after childbirth?  DON'T READ RESPONSES,SAME,c,Fever,SAME
