variable_name,repeated_question,question_type,survey,question_english_women,question_english_men,option_code,option_english_women,option_english_men,question_spanish_women,question_spanish_men,option_spanish_women,option_spanish_men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2600,0,multiple_choice,w1 baseline,"If a father in your community does not wait around while his wife/partner is in labor and giving birth, will people in the community think it is good bad or neither?",SAME,3,Neither,SAME,"Si un padre en su comunidad no se queda a esperar en el lugar del parto mientras su esposa/pareja da a luz a sus hijo/as, ¿cree que la gente lo miraría bien, lo miraría mal, o ni bien ni mal?",SAME,Ni bien ni mal,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2700,0,multiple_choice,w1 baseline,Do fathers in your community help care for their sick  children?,SAME,1,Never,SAME,¿Los hombres en su comunidad ayudan con el cuidado de sus hijos enfermos?,SAME,Nunca,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2700,0,multiple_choice,w1 baseline,Do fathers in your community help care for their sick  children?,SAME,2,Rarely,SAME,¿Los hombres en su comunidad ayudan con el cuidado de sus hijos enfermos?,SAME,Raramente,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2700,0,multiple_choice,w1 baseline,Do fathers in your community help care for their sick  children?,SAME,3,Sometimes,SAME,¿Los hombres en su comunidad ayudan con el cuidado de sus hijos enfermos?,SAME,A veces,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2700,0,multiple_choice,w1 baseline,Do fathers in your community help care for their sick  children?,SAME,4,Always,SAME,¿Los hombres en su comunidad ayudan con el cuidado de sus hijos enfermos?,SAME,Siempre,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2800,0,multiple_choice,w1 baseline,"If a father in your community does not help care for his sick children, will people in the community think it is good bad or neither?",SAME,1,Good,SAME,"Si un padre en su comunidad no ayuda con el cuidado de sus hijos enfermos, ¿cree que la gente en la comunidad lo miraría bien, lo miraría mal, o ni bien ni mal?",SAME,Bien,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2800,0,multiple_choice,w1 baseline,"If a father in your community does not help care for his sick children, will people in the community think it is good bad or neither?",SAME,2,Bad,SAME,"Si un padre en su comunidad no ayuda con el cuidado de sus hijos enfermos, ¿cree que la gente en la comunidad lo miraría bien, lo miraría mal, o ni bien ni mal?",SAME,Mal,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2800,0,multiple_choice,w1 baseline,"If a father in your community does not help care for his sick children, will people in the community think it is good bad or neither?",SAME,3,Neither,SAME,"Si un padre en su comunidad no ayuda con el cuidado de sus hijos enfermos, ¿cree que la gente en la comunidad lo miraría bien, lo miraría mal, o ni bien ni mal?",SAME,Ni bien ni mal,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2900,0,multiple_choice,w1 baseline,Do men in this community hit their wives/partners?,SAME,1,Never,SAME,¿Los hombres en esta comunidad le pegan a sus esposas/parejas?,SAME,Nunca,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2900,0,multiple_choice,w1 baseline,Do men in this community hit their wives/partners?,SAME,2,Rarely,SAME,¿Los hombres en esta comunidad le pegan a sus esposas/parejas?,SAME,Raramente,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2900,0,multiple_choice,w1 baseline,Do men in this community hit their wives/partners?,SAME,3,Sometimes,SAME,¿Los hombres en esta comunidad le pegan a sus esposas/parejas?,SAME,A veces,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2900,0,multiple_choice,w1 baseline,Do men in this community hit their wives/partners?,SAME,4,Always,SAME,¿Los hombres en esta comunidad le pegan a sus esposas/parejas?,SAME,Siempre,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j3000,0,multiple_choice,w1 baseline,"If a man in this community hits his wife/partner, will people in the community think it is good bad or neither?",SAME,1,Good,SAME,"Si un hombre en esta comunidad le pega a su esposa/pareja, ¿cree que la gente en la comunidad lo miraría bien, lo miraría mal, o ni bien ni mal?",SAME,Bien,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j3000,0,multiple_choice,w1 baseline,"If a man in this community hits his wife/partner, will people in the community think it is good bad or neither?",SAME,2,Bad,SAME,"Si un hombre en esta comunidad le pega a su esposa/pareja, ¿cree que la gente en la comunidad lo miraría bien, lo miraría mal, o ni bien ni mal?",SAME,Mal,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j3000,0,multiple_choice,w1 baseline,"If a man in this community hits his wife/partner, will people in the community think it is good bad or neither?",SAME,3,Neither,SAME,"Si un hombre en esta comunidad le pega a su esposa/pareja, ¿cree que la gente en la comunidad lo miraría bien, lo miraría mal, o ni bien ni mal?",SAME,Ni bien ni mal,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k8888,0,intro,w1 baseline,Now we would like to ask you about any counseling you may have received in the last year on the topics we have been discussing,SAME,NA,NA,NA,Ahora nos gustaría preguntarle sobre algún tipo de consejería o charlas que haya recibido en el último año sobre algunos de los temas de los que hemos estado hablando el día de hoy.,SAME,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0100,0,multiple_choice,w1 baseline,"In the past year, have you received counseling about topics concerning your health and your family’s health?",SAME,1,Yes,SAME,"En el último año, ¿alguien le dio consejería o charlas sobre su salud y la salud de su familia?",SAME,Si,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0100,0,multiple_choice,w1 baseline,"In the past year, have you received counseling about topics concerning your health and your family’s health?",SAME,2,No,SAME,"En el último año, ¿alguien le dio consejería o charlas sobre su salud y la salud de su familia?",SAME,No,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0200a,0,multiple_select,w1 baseline,On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,a,Prenatal care in the first trimester,SAME,¿Sobre cuáles temas de salud recibió consejería o charlas? NO LEA LAS RESPUESTAS,SAME,Cuidados prenatales en el primer trimestre,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0200b,0,multiple_select,w1 baseline,On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,b,Having a birth preparation plan,SAME,¿Sobre cuáles temas de salud recibió consejería o charlas? NO LEA LAS RESPUESTAS,SAME,Acerca de tener un plan de parto,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0200c,0,multiple_select,w1 baseline,On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,c,Danger signs during pregnancy,SAME,¿Sobre cuáles temas de salud recibió consejería o charlas? NO LEA LAS RESPUESTAS,SAME,Signos de peligro en el embarazo,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0200d,0,multiple_select,w1 baseline,On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,d,Danger signs for newborns,SAME,¿Sobre cuáles temas de salud recibió consejería o charlas? NO LEA LAS RESPUESTAS,SAME,Signos de peligro del recién nacido,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0200e,0,multiple_select,w1 baseline,On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,e,The importance of immediate breastfeeding after birth,SAME,¿Sobre cuáles temas de salud recibió consejería o charlas? NO LEA LAS RESPUESTAS,SAME,La importancia de darle pecho a los bebés inmediatamente después del parto,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0200f,0,multiple_select,w1 baseline,On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,f,The importance of exclusive breastfeeding for infants under 6 months,SAME,¿Sobre cuáles temas de salud recibió consejería o charlas? NO LEA LAS RESPUESTAS,SAME,Acerca de la importancia de darle pecho exclusivo a los bebés menores de 6 meses,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0200g,0,multiple_select,w1 baseline,On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,g,Hygenic care of the umbilical cord,SAME,¿Sobre cuáles temas de salud recibió consejería o charlas? NO LEA LAS RESPUESTAS,SAME,Cuidado higiénico del ombligo de un bebé,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0200h,0,multiple_select,w1 baseline,On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,h,The importance of proper thermal care for newborn infants,SAME,¿Sobre cuáles temas de salud recibió consejería o charlas? NO LEA LAS RESPUESTAS,SAME,La importancia de mantener a los bebés recién nacidos abrigados y calientes,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0200i,0,multiple_select,w1 baseline,On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,i,The proper treatment of diarrhea in children,SAME,¿Sobre cuáles temas de salud recibió consejería o charlas? NO LEA LAS RESPUESTAS,SAME,El tratamiento adecuado para la diarrea en niños,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0200j,0,multiple_select,w1 baseline,On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,j,The use of zinc for the treatment of diarrhea,SAME,¿Sobre cuáles temas de salud recibió consejería o charlas? NO LEA LAS RESPUESTAS,SAME,El uso del zinc para el tratamiento de la diarrea,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0200k,0,multiple_select,w1 baseline,On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,k,The importance of the whole family participating in newborn care,SAME,¿Sobre cuáles temas de salud recibió consejería o charlas? NO LEA LAS RESPUESTAS,SAME,La importancia de la participación de toda la familia en el cuidado de los bebés recién nacidos,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0200l,0,multiple_select,w1 baseline,On what health topics have you recieved counseling (DO NOT READ RESPONSES),SAME,l,Other,SAME,¿Sobre cuáles temas de salud recibió consejería o charlas? NO LEA LAS RESPUESTAS,SAME,Otro,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0300a,0,multiple_select,w1 baseline,From whom have you received counseling on any of these topics?,SAME,a,Doctor,SAME,¿Quién le dio la consejería o charlas?,SAME,Médico,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0300b,0,multiple_select,w1 baseline,From whom have you received counseling on any of these topics?,SAME,b,Nurse,SAME,¿Quién le dio la consejería o charlas?,SAME,Enfermera,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0300c,0,multiple_select,w1 baseline,From whom have you received counseling on any of these topics?,SAME,c,Nurse assistant,SAME,¿Quién le dio la consejería o charlas?,SAME,Auxiliar de enfermería,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0300d,0,multiple_select,w1 baseline,From whom have you received counseling on any of these topics?,SAME,d,Community Health Worker,SAME,¿Quién le dio la consejería o charlas?,SAME,Promotor de salud comunitaria,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0300e,0,multiple_select,w1 baseline,From whom have you received counseling on any of these topics?,SAME,e,AIN-C monitor,SAME,¿Quién le dio la consejería o charlas?,SAME,Monitor/a de AIN-C,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0300f,0,multiple_select,w1 baseline,From whom have you received counseling on any of these topics?,SAME,f,Family health team member (ESFAM),SAME,¿Quién le dio la consejería o charlas?,SAME,Miembro de equipo de salud familiar (ESFAM),SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k0300g,0,multiple_select,w1 baseline,From whom have you received counseling on any of these topics?,SAME,g,Midwife,SAME,¿Quién le dio la consejería o charlas?,SAME,Partera,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
