variable_name,repeated_question,question_type,survey,question_english_women,question_english_men,option_code,option_english_women,option_english_men,question_spanish_women,question_spanish_men,option_spanish_women,option_spanish_men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i0900,0,multiple_choice,all,Should the parents of a teenage girl decide if she can join with a partner?,SAME,2,"No, the girl and her partner make the decision, her parents have no say",SAME,¿Deberían los padres de una muchacha decidir si ella puede unirse con una pareja?,SAME,"No, la muchacha y su pareja toman la decision, sus padres no pueden opinar",SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i0900,0,multiple_choice,all,Should the parents of a teenage girl decide if she can join with a partner?,SAME,3,"No, the girl and her partner make the decision, her parents can only advise them",SAME,¿Deberían los padres de una muchacha decidir si ella puede unirse con una pareja?,SAME,"No, la muchacha y su pareja toman la decision, sus padres solo pueden aconsejarlos",SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1000,0,integer,all,At what age is it Ok for a girl to have her first baby? ,SAME,NA,NA,NA,¿A qué edad cree usted que estaría bien que una muchacha tenga su primer bebé?,SAME,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1100,0,multiple_choice,all,"In your opinion, who should make decisions about health care for a woman?",SAME,1,Husband/companion,SAME,"En su opinión, ¿quién debe tomar las decisiones sobre el cuidado de salud para la mujer?",SAME,Esposo/pareja,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1100,0,multiple_choice,all,"In your opinion, who should make decisions about health care for a woman?",SAME,2,Wife/companion,SAME,"En su opinión, ¿quién debe tomar las decisiones sobre el cuidado de salud para la mujer?",SAME,Esposa/pareja,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1100,0,multiple_choice,all,"In your opinion, who should make decisions about health care for a woman?",SAME,3,Husband wife/companions together,SAME,"En su opinión, ¿quién debe tomar las decisiones sobre el cuidado de salud para la mujer?",SAME,Esposo y esposa juntos/la pareja junta,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1100,0,multiple_choice,all,"In your opinion, who should make decisions about health care for a woman?",SAME,4,Her mother or father,SAME,"En su opinión, ¿quién debe tomar las decisiones sobre el cuidado de salud para la mujer?",SAME,Su madre o padre,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1100,0,multiple_choice,all,"In your opinion, who should make decisions about health care for a woman?",SAME,5,Her mother-in-law or father-in-law,SAME,"En su opinión, ¿quién debe tomar las decisiones sobre el cuidado de salud para la mujer?",SAME,Su suegra o suegro,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1200,0,multiple_choice,all,When do you think a women should start taking folic acid tablets?,SAME,1,Before becoming pregnant,SAME,¿Cuando piensa que una mujer deberia empezar a tomar tabletas de acido folico?,SAME,Antes de salir embarazada,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1200,0,multiple_choice,all,When do you think a women should start taking folic acid tablets?,SAME,2,After becoming pregnant,SAME,¿Cuando piensa que una mujer deberia empezar a tomar tabletas de acido folico?,SAME,Despues de salir embarazada,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1200,0,multiple_choice,all,When do you think a women should start taking folic acid tablets?,SAME,3,After giving birth to her baby,SAME,¿Cuando piensa que una mujer deberia empezar a tomar tabletas de acido folico?,SAME,Despues de dar a luz a su bebe,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1200,0,multiple_choice,all,When do you think a women should start taking folic acid tablets?,SAME,4,Never,SAME,¿Cuando piensa que una mujer deberia empezar a tomar tabletas de acido folico?,SAME,Nunca,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1300,0,integer,all,How many weeks into a pregancy should a woman start going for checkups?,SAME,NA,NA,NA,¿A las cuántas semanas de embarazo debería una mujer empezar a ir a los controles prenatales?,SAME,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1400a,0,multiple_select,all,What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,a,Bleeding,SAME,¿Cuáles son los principales problemas de salud durante el embarazo por los cuales una mujer debería buscar atención médica? NO LEA LAS RESPUESTAS,SAME,Sangrado,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1400b,0,multiple_select,all,What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,b,Seizures,SAME,¿Cuáles son los principales problemas de salud durante el embarazo por los cuales una mujer debería buscar atención médica? NO LEA LAS RESPUESTAS,SAME,Convulsiones,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1400c,0,multiple_select,all,What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,c,Headache,SAME,¿Cuáles son los principales problemas de salud durante el embarazo por los cuales una mujer debería buscar atención médica? NO LEA LAS RESPUESTAS,SAME,Dolor de cabeza,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1400d,0,multiple_select,all,What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,d,Ringing in the ears,SAME,¿Cuáles son los principales problemas de salud durante el embarazo por los cuales una mujer debería buscar atención médica? NO LEA LAS RESPUESTAS,SAME,Zumbido en los oídos,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1400e,0,multiple_select,all,What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,e,Dizziness,SAME,¿Cuáles son los principales problemas de salud durante el embarazo por los cuales una mujer debería buscar atención médica? NO LEA LAS RESPUESTAS,SAME,Mareos,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1400f,0,multiple_select,all,What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,f,Difficulty urinating,SAME,¿Cuáles son los principales problemas de salud durante el embarazo por los cuales una mujer debería buscar atención médica? NO LEA LAS RESPUESTAS,SAME,Dificultad para orinar,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1400g,0,multiple_select,all,What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,g,Reduction or absence of fetal movements,SAME,¿Cuáles son los principales problemas de salud durante el embarazo por los cuales una mujer debería buscar atención médica? NO LEA LAS RESPUESTAS,SAME,Reducción o ausencia de movimientos fetales,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1400h,0,multiple_select,all,What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,h,Water breaking,SAME,¿Cuáles son los principales problemas de salud durante el embarazo por los cuales una mujer debería buscar atención médica? NO LEA LAS RESPUESTAS,SAME,Romper la fuente (o salida de las aguas),SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1400i,0,multiple_select,all,What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,i,Fever,SAME,¿Cuáles son los principales problemas de salud durante el embarazo por los cuales una mujer debería buscar atención médica? NO LEA LAS RESPUESTAS,SAME,Fiebre,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1400j,0,multiple_select,all,What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,j,"Swelling of the face, hands, and feet",SAME,¿Cuáles son los principales problemas de salud durante el embarazo por los cuales una mujer debería buscar atención médica? NO LEA LAS RESPUESTAS,SAME,"Hinchazón de la cara, las manos, y los pies",SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1400k,0,multiple_select,all,What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,k,"Pallor (especially of the lips, tongue, or palms)",SAME,¿Cuáles son los principales problemas de salud durante el embarazo por los cuales una mujer debería buscar atención médica? NO LEA LAS RESPUESTAS,SAME,"Palidez (especialmente de los labios, lengua, o palmas)",SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1400l,0,multiple_select,all,What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,l,Difficulty gaining weight,SAME,¿Cuáles son los principales problemas de salud durante el embarazo por los cuales una mujer debería buscar atención médica? NO LEA LAS RESPUESTAS,SAME,Dificultad para aumentar de peso,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1400m,0,multiple_select,all,What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,m,High/low blood pressure,SAME,¿Cuáles son los principales problemas de salud durante el embarazo por los cuales una mujer debería buscar atención médica? NO LEA LAS RESPUESTAS,SAME,Presion Alta/Baja,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1400n,0,multiple_select,all,What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,n,Vomiting,SAME,¿Cuáles son los principales problemas de salud durante el embarazo por los cuales una mujer debería buscar atención médica? NO LEA LAS RESPUESTAS,SAME,Vomito,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1400o,0,multiple_select,all,What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,o,Anemia,SAME,¿Cuáles son los principales problemas de salud durante el embarazo por los cuales una mujer debería buscar atención médica? NO LEA LAS RESPUESTAS,SAME,Anemia,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1400p,0,multiple_select,all,What are the main health problems for which a woman should seek medical attention during her pregnancy?  DON'T READ RESPONSES,SAME,p,Other,SAME,¿Cuáles son los principales problemas de salud durante el embarazo por los cuales una mujer debería buscar atención médica? NO LEA LAS RESPUESTAS,SAME,Otro,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1401a,0,multiple_select,all,"When a woman is pregnant, what are things that either her partner or family can do to support her? DO NOT READ RESPONSES",SAME,a,Make sure she eats well,SAME,"Cuando una mujer esta embarazada, cuales son algunas cosas que su esposo o familia pueden hacer para apoyarle? NO LEA LAS RESPUESTAS",SAME,Asegurarse que coma bien,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1401b,0,multiple_select,all,"When a woman is pregnant, what are things that either her partner or family can do to support her? DO NOT READ RESPONSES",SAME,b,Make she rests for at least 1 hr a day,SAME,"Cuando una mujer esta embarazada, cuales son algunas cosas que su esposo o familia pueden hacer para apoyarle? NO LEA LAS RESPUESTAS",SAME,Asegurarse que descanse al menos una hora al dia,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1401c,0,multiple_select,all,"When a woman is pregnant, what are things that either her partner or family can do to support her? DO NOT READ RESPONSES",SAME,c,Accompany her to prenatal care visits,SAME,"Cuando una mujer esta embarazada, cuales son algunas cosas que su esposo o familia pueden hacer para apoyarle? NO LEA LAS RESPUESTAS",SAME,Acompañarla a los controles prenatales,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1401d,0,multiple_select,all,"When a woman is pregnant, what are things that either her partner or family can do to support her? DO NOT READ RESPONSES",SAME,d,Encourage her to take vitamins/supplements,SAME,"Cuando una mujer esta embarazada, cuales son algunas cosas que su esposo o familia pueden hacer para apoyarle? NO LEA LAS RESPUESTAS",SAME,Motivarla a que se tome sus vitaminas/suplementos,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1401e,0,multiple_select,all,"When a woman is pregnant, what are things that either her partner or family can do to support her? DO NOT READ RESPONSES",SAME,e,Help her with housework/child care,SAME,"Cuando una mujer esta embarazada, cuales son algunas cosas que su esposo o familia pueden hacer para apoyarle? NO LEA LAS RESPUESTAS",SAME,Ayudarle con los deberes del hogar/el cuidado de los niños,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1401f,0,multiple_select,all,"When a woman is pregnant, what are things that either her partner or family can do to support her? DO NOT READ RESPONSES",SAME,f,Avoid violence,SAME,"Cuando una mujer esta embarazada, cuales son algunas cosas que su esposo o familia pueden hacer para apoyarle? NO LEA LAS RESPUESTAS",SAME,Evitar la violencia,SAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
